1,,
Time (s),Intensity (a.u.),
23.38125038,53.8914299,
23.39375114,49.22754669,
23.40625,49.53642654,
23.41875076,50.08567047,
23.43124962,50.38147736,
23.44375038,50.01964188,
23.45625114,50.52467728,
23.46875,54.0683136,
23.48125076,48.20198822,
23.49374962,53.86988831,
23.50625038,53.12084961,
23.51875114,53.81047058,
23.53125,50.34446335,
23.54375076,51.91724777,
23.55624962,49.99359131,
23.56875038,51.54779816,
23.58125114,54.27161789,
23.59375,52.34917068,
23.60625076,50.81925201,
23.61874962,53.08577347,
23.63125038,51.77360535,
23.64375114,51.78808212,
23.65625,53.90109253,
23.66875076,50.56970978,
23.68124962,50.41566086,
23.69375038,52.6804657,
23.70625114,50,
23.71875,51.92761612,
23.73125076,50.76726532,
23.74374962,52.53432083,
23.75625038,48.86584854,
23.76875114,51.06272507,
23.78125,49.22515869,
23.79375076,51.82567596,
23.80624962,50.68819427,
23.81875038,50.61450958,
23.83125114,52.31650162,
23.84375,54.03973389,
23.85625076,52.42481995,
23.86874962,53.57384872,
23.88125038,51.14453888,
23.89375114,51.82887268,
23.90625,50.69425964,
23.91875076,51.19768524,
23.93124962,52.29877472,
23.94375038,49.09284973,
23.95625114,52.20767975,
23.96875,51.48648453,
23.98125076,52.19887924,
23.99374962,51.8355751,
24.00625038,49.83260345,
24.01875114,52.58350754,
24.03125,50.77860641,
24.04375076,48.60203552,
24.05624962,52.99123383,
24.06875038,50.03889084,
24.08125114,53.01645279,
24.09375,50.71046829,
24.10625076,52.98273087,
24.11874962,50.26696396,
24.13125038,49.80132294,
24.14375114,46.87702942,
24.15625,50.61014557,
24.16875076,49.89523315,
24.18124962,50.24797821,
24.19375038,47.60056686,
24.20625114,50.25654602,
24.21875,51.05423737,
24.23125076,49.96055603,
24.24374962,50.94633102,
24.25625038,49.78326797,
24.26875114,53.30015564,
24.28125,52.64496613,
24.29375076,51.99328995,
24.30624962,51.41422272,
24.31875038,52.95183945,
24.33125114,49.96076202,
24.34375,51.32765579,
24.35625076,51.30889893,
24.36874962,47.91344833,
24.38125038,51.83084106,
24.39375114,51.90938187,
24.40625,53.9499054,
24.41875076,50.14215469,
24.43124962,51.10821533,
24.44375038,50.92956161,
24.45625114,53.40865326,
24.46875,51.79970551,
24.48125076,52.23171616,
24.49374962,50.92412949,
24.50625038,52.87774277,
24.51875114,48.9806366,
24.53125,50.83203125,
24.54375076,51.35520554,
24.55624962,51.34570313,
24.56875038,47.93642807,
24.58125114,52.93276215,
24.59375,50.9487915,
24.60625076,49.6918335,
24.61874962,54.05004883,
24.63125038,51.01639557,
24.64375114,50.64766693,
24.65625,49.45559311,
24.66875076,51.59412766,
24.68124962,52.1333313,
24.69375038,48.58299637,
24.70625114,53.76344299,
24.71875,51.69458008,
24.73125076,48.76790237,
24.74374962,48.99747849,
24.75625038,50.70202637,
24.76875114,49.9205513,
24.78125,52.62470627,
24.79375076,53.71106339,
24.80624962,54.03268433,
24.81875038,53.38541794,
24.83125114,51.22235107,
24.84375,53.925354,
24.85625076,49.74226761,
24.86874962,53.56910706,
24.88125038,48.90363693,
24.89375114,52.20510101,
24.90625,51.79334259,
24.91875076,50.69064331,
24.93124962,55.84550858,
24.94375038,51.55174637,
24.95625114,50.36439514,
24.96875,51.1861763,
24.98125076,51.56803513,
24.99374962,50.11006165,
25.00625038,49.39249802,
25.01875114,53.00119019,
25.03125,50.66771317,
25.04375076,50.90531158,
25.05624962,52.02080536,
25.06875038,51.59137344,
25.08125114,48.97273636,
25.09375,50.36740112,
25.10625076,53.63673401,
25.11874962,49.41599274,
25.13125038,45.97551346,
25.14375114,51.31631851,
25.15625,51.57516861,
25.16875076,51.42559433,
25.18124962,52.95663834,
25.19375038,52.34986877,
25.20625114,51.77951813,
25.21875,46.55816269,
25.23125076,50.80624771,
25.24374962,49.21875,
25.25625038,51.99948883,
25.26875114,51.45643616,
25.28125,49.72446442,
25.29375076,52.40460205,
25.30624962,50.87833405,
25.31875038,52.34087372,
25.33125114,50.84745407,
25.34375,45.97107315,
25.35625076,49.10426712,
25.36874962,50.92592621,
25.38125038,52.54943085,
25.39375114,52.56343842,
25.40625,53.03723145,
25.41875076,51.77147293,
25.43124962,51.95646286,
25.44375038,49.98042297,
25.45625114,53.58062744,
25.46875,55.47707748,
25.48125076,50.77390289,
25.49374962,50.26177979,
25.50625038,49.75509262,
25.51875114,51.34344101,
25.53125,48.46131897,
25.54375076,50.67163467,
25.55624962,51.20598602,
25.56875038,50.4930954,
25.58125114,50.99150085,
25.59375,49.30662918,
25.60625076,50.53598785,
25.61874962,52.00207901,
25.63125038,51.28859329,
25.64375114,50.78377914,
25.65625,53.31095886,
25.66875076,54.35477448,
25.68124962,50.79732513,
25.69375038,50.50234604,
25.70625114,54.41831207,
25.71875,54.55009079,
25.73125076,54.95075226,
25.74374962,49.60187912,
25.75625038,49.20349121,
25.76875114,52.84446716,
25.78125,51.85758591,
25.79375076,53.42624664,
25.80624962,50.32022095,
25.81875038,53.82364273,
25.83125114,52.31493759,
25.84375,52.35056686,
25.85625076,50.52083206,
25.86874962,49.70307159,
25.88125038,52.54259491,
25.89375114,54.08919525,
25.90625,51.81961823,
25.91875076,52.16819763,
25.93124962,50.41683197,
25.94375038,51.48648453,
25.95625114,50.98554611,
25.96875,52.80826187,
25.98125076,51.35520554,
25.99374962,51.99688721,
26.00625038,51.87247086,
26.01875114,50.20370865,
26.03125,53.3367691,
26.04375076,54.68850708,
26.05624962,49.76026917,
26.06875038,52.38338089,
26.08125114,56.74394608,
26.09375,44.89425278,
26.10625076,53.44227219,
26.11874962,53.52734756,
26.13125038,48.39538193,
26.14375114,52.0860672,
26.15625,49.84066391,
26.16875076,49.60801697,
26.18124962,50.27645493,
26.19375038,52.73885345,
26.20625114,50.36807251,
26.21875,49.77672577,
26.23125076,47.78805923,
26.24374962,53.35425568,
26.25625038,51.75529099,
26.26875114,50.05761337,
26.28125,49.98062897,
26.29375076,50.8788147,
26.30624962,51.70207596,
26.31875038,50.24079132,
26.33125114,50.57440948,
26.34375,52.25558853,
26.35625076,50.6631279,
26.36874962,51.25550079,
26.38125038,50.16181183,
26.39375114,50.21298599,
26.40625,49.60630035,
26.41875076,53.90070724,
26.43124962,52.65929413,
26.44375038,49.76150513,
26.45625114,50.69248199,
26.46875,51.49015427,
26.48125076,53.53653717,
26.49374962,52.18508911,
26.50625038,51.54639053,
26.51875114,52.45346832,
26.53125,53.71472931,
26.54375076,50.26218414,
26.55624962,52.36139679,
26.56875038,51.89954758,
26.58125114,50.35415268,
26.59375,50.94144821,
26.60625076,49.69508362,
26.61874962,52.46992493,
26.63125038,50.12240601,
26.64375114,53.25214005,
26.65625,53.1750145,
26.66875076,51.82164764,
26.68124962,53.33333588,
26.69375038,49.35509491,
26.70625114,54.93938446,
26.71875,48.29396439,
26.73125076,52.70636749,
26.74374962,48.78688431,
26.75625038,50.23364258,
26.76875114,50.17457581,
26.78125,51.44861603,
26.79375076,53.91461563,
26.80624962,51.52071381,
26.81875038,50.66529846,
26.83125114,48.44335556,
26.84375,48.1179657,
26.85625076,52.92371368,
26.86874962,49.60394669,
26.88125038,50.68001175,
26.89375114,50.09810257,
26.90625,50.4785614,
26.91875076,51.91578293,
26.93124962,50.895504,
26.94375038,52.95262909,
26.95625114,54.60838318,
26.96875,51.8012085,
26.98125076,51.36669922,
26.99374962,52.06045914,
27.00625038,47.94698715,
27.01875114,52.35125732,
27.03125,50.94969177,
27.04375076,52.4543457,
27.05624962,54.50146103,
27.06875038,53.40606308,
27.08125114,48.79594421,
27.09375,50.63126373,
27.10625076,48.16807556,
27.11874962,52.22536469,
27.13125038,50.30233002,
27.14375114,55.3405571,
27.15625,50.14902115,
27.16875076,48.90206146,
27.18124962,53.59269714,
27.19375038,50.94484329,
27.20625114,54.82962036,
27.21875,49.31994629,
27.23125076,47.59434509,
27.24374962,46.61732101,
27.25625038,54.69863892,
27.26875114,52.72798538,
27.28125,48.1220665,
27.29375076,51.73074341,
27.30624962,53.35051727,
27.31875038,52.26924896,
27.33125114,54.41213989,
27.34375,50.70862198,
27.35625076,52.92130661,
27.36874962,53.20913696,
27.38125038,49.11288071,
27.39375114,52.65190506,
27.40625,49.85299683,
27.41875076,51.39519501,
27.43124962,51.68936157,
27.44375038,52.48067856,
27.45625114,47.37042999,
27.46875,49.1048584,
27.48125076,49.8084259,
27.49374962,50.14940643,
27.50625038,51.00089264,
27.51875114,54.56171417,
27.53125,50.45930862,
27.54375076,52.58421326,
27.55624962,49.54499435,
27.56875038,51.28855896,
27.58125114,53.72750854,
27.59375,50.88862991,
27.60625076,50.95785522,
27.61874962,50.68423462,
27.63125038,52.43015671,
27.64375114,51.86220932,
27.65625,48.61649704,
27.66875076,52.43871689,
27.68124962,51.59292984,
27.69375038,52.01576996,
27.70625114,51.73517609,
27.71875,49.50495148,
27.73125076,49.19704437,
27.74374962,50.37289047,
27.75625038,53.29754639,
27.76875114,51.3017807,
27.78125,51.97610855,
27.79375076,50.17739487,
27.80624962,49.09692383,
27.81875038,54.50146103,
27.83125114,54.1270256,
27.84375,46.86299896,
27.85625076,52.08737564,
27.86874962,50.2013092,
27.88125038,48.46938705,
27.89375114,52.83406067,
27.90625,49.36061478,
27.91875076,49.69496536,
27.93124962,49.65089417,
27.94375038,50.48169708,
27.95625114,52.43589783,
27.96875,52.55082703,
27.98125076,49.6776619,
27.99374962,52.19956589,
28.00625038,50.20491791,
28.01875114,49.81190872,
28.03125,48.6799736,
28.04375076,48.86739731,
28.05624962,48.91373062,
28.06875038,49.66802979,
28.08125114,53.515625,
28.09375,57.0522995,
28.10625076,54.661129,
28.11874962,47.30600357,
28.13125038,50.47194672,
28.14375114,53.80456161,
28.15625,54.45608521,
28.16875076,46.84053421,
28.18124962,48.43110657,
28.19375038,52.73311996,
28.20625114,51.58370972,
28.21875,47.20349121,
28.23125076,52.86805344,
28.24374962,52.72944641,
28.25625038,52.86574554,
28.26875114,50.43227768,
28.28125,53.9842453,
28.29375076,52.97838593,
28.30624962,52.15330124,
28.31875038,49.56645584,
28.33125114,47.1818428,
28.34375,50.90584183,
28.35625076,53.61790466,
28.36874962,49.79144669,
28.38125038,53.75081635,
28.39375114,53.69989395,
28.40625,50.04597473,
28.41875076,48.86035919,
28.43124962,49.17607498,
28.44375038,52.44028854,
28.45625114,51.29219437,
28.46875,52.53576279,
28.48125076,53.02030945,
28.49374962,50.17826462,
28.50625038,50.73184586,
28.51875114,48.47348785,
28.53125,53.61335754,
28.54375076,50.7692337,
28.55624962,50.7761116,
28.56875038,50.13088989,
28.58125114,54.90654373,
28.59375,51.19811249,
28.60625076,51.16397858,
28.61874962,50.42567062,
28.63125038,50.97471237,
28.64375114,52.42818451,
28.65625,51.1940918,
28.66875076,51.59864807,
28.68124962,53.91711044,
28.69375038,50.90206146,
28.70625114,51.14728928,
28.71875,47.98212433,
28.73125076,51.93968201,
28.74374962,52.96908951,
28.75625038,51.73305893,
28.76875114,50.76272583,
28.78125,53.97547913,
28.79375076,52.31787872,
28.80624962,50.57766342,
28.81875038,50.9109726,
28.83125114,51.56978989,
28.84375,52.44262314,
28.85625076,53.28026962,
28.86874962,50.5610733,
28.88125038,51.98340988,
28.89375114,53.34922028,
28.90625,51.00722885,
28.91875076,55.80125046,
28.93124962,50.82773209,
28.94375038,51.88067627,
28.95625114,50.04502869,
28.96875,50.84962463,
28.98125076,50.45632172,
28.99374962,51.48205948,
29.00625038,47.93281555,
29.01875114,52.3096962,
29.03125,51.18924332,
29.04375076,50.0978508,
29.05624962,49.59978867,
29.06875038,52.85081863,
29.08125114,48.43231964,
29.09375,50.54151535,
29.10625076,46.70222473,
29.11874962,50.02612305,
29.13125038,50.03240204,
29.14375114,51.30903625,
29.15625,50.14326859,
29.16875076,51.58113098,
29.18124962,48.44736862,
29.19375038,49.27124786,
29.20625114,53.14323044,
29.21875,49.37796783,
29.23125076,53.31242752,
29.24374962,52.13886642,
29.25625038,52.2098732,
29.26875114,50.94462585,
29.28125,54.06446838,
29.29375076,52.56821823,
29.30624962,52.06185532,
29.31875038,53.45468521,
29.33125114,54.01174164,
29.34375,50.98855591,
29.35625076,51.96319962,
29.36874962,50.68175888,
29.38125038,54.03268433,
29.39375114,53.23354721,
29.40625,53.51127243,
29.41875076,52.27655792,
29.43124962,50.66563034,
29.44375038,53.54804993,
29.45625114,53.73288727,
29.46875,51.69247055,
29.48125076,51.46290207,
29.49374962,52.27701187,
29.50625038,50.98192215,
29.51875114,52.33547211,
29.53125,47.82777023,
29.54375076,50.89320374,
29.55624962,49.09560776,
29.56875038,49.45843506,
29.58125114,46.74877548,
29.59375,49.27649689,
29.60625076,50.97783661,
29.61874962,51.25180435,
29.63125038,50.76540756,
29.64375114,50.64277267,
29.65625,50.72180939,
29.66875076,52.55003357,
29.68124962,52.69366837,
29.69375038,50.82271576,
29.70625114,50.64952087,
29.71875,49.63406372,
29.73125076,51.7423439,
29.74374962,51.39500809,
29.75625038,51.45819855,
29.76875114,48.82554626,
29.78125,52.37294769,
29.79375076,51.52103806,
29.80624962,51.95638275,
29.81875038,54.4742012,
29.83125114,47.64995956,
29.84375,52.19744873,
29.85625076,48.09800339,
29.86874962,52.63848495,
29.88125038,50.35143661,
29.89375114,49.40023422,
29.90625,51.95802307,
29.91875076,52.34865189,
29.93124962,51.29837418,
29.94375038,52.11980057,
29.95625114,52.09255219,
29.96875,48.16336823,
29.98125076,50.15592575,
29.99374962,52.58455658,
30.00625038,52.85548401,
30.01875114,51.36766434,
30.03125,47.68637466,
30.04375076,49.76550293,
30.05624962,52.43101501,
30.06875038,51.51635361,
30.08125114,49.78326797,
30.09375,50.28939056,
30.10625076,54.77188873,
30.11874962,52.65200424,
30.13125038,52.44525909,
30.14375114,53.23925781,
30.15625,49.47681427,
30.16875076,50.26929855,
30.18124962,54.38529205,
30.19375038,49.52306366,
30.20625114,51.09017944,
30.21875,50.40608215,
30.23125076,49.08132935,
30.24374962,49.75696945,
30.25625038,49.60266495,
30.26875114,52.0246048,
30.28125,50.47606659,
30.29375076,50.34563828,
30.30624962,54.26758194,
30.31875038,48.77416229,
30.33125114,50.51150894,
30.34375,51.24919891,
30.35625076,51.49884415,
30.36874962,52.09656906,
30.38125038,49.32792282,
30.39375114,51.60142517,
30.40625,50,
30.41875076,51.56921768,
30.43124962,51.5293808,
30.44375038,53.32480621,
30.45625114,50.17412567,
30.46875,49.58995438,
30.48125076,53.80476761,
30.49374962,52.26348114,
30.50625038,53.50649261,
30.51875114,49.12878036,
30.53125,50.12940979,
30.54375076,54.98412704,
30.55624962,54.97692871,
30.56875038,52.30018234,
30.58125114,51.43819809,
30.59375,50.29661942,
30.60625076,49.85299683,
